ANNUAL_RAINFALL,SEASONAL_RAINFALL,CLOUD_VISIBILITY,HUMIDITY,RIVER_DISCHARGE,DRAINAGE_INDEX,TEMPERATURE,FLOOD
2972.9,1977.8,12.23,63.6,1952.2,9.49,32.6,0
3123.3,2133.4,5.9,89.1,2203.4,5.39,32.3,1
1829.0,1192.6,4.49,52.5,1531.4,9.3,31.2,0
1659.0,1052.4,5.48,71.1,770.1,7.25,30.1,0
2506.4,1799.0,8.14,74.5,1130.0,2.65,23.0,0
1841.1,871.9,9.83,75.2,1774.3,9.28,30.5,0
2611.4,1434.4,7.71,77.2,2954.8,6.67,28.5,1
2331.9,1223.0,6.31,82.3,1112.8,4.14,33.1,0
1214.8,906.7,10.49,74.6,2143.8,6.8,31.2,0
3205.9,1817.1,5.06,70.6,1237.6,4.01,30.2,1
3367.3,2255.4,9.09,70.1,1588.4,1.14,21.3,1
1801.7,1180.9,5.14,67.7,2712.3,7.19,27.6,0
1948.0,1000.5,7.29,84.5,2111.4,8.24,25.8,0
2385.8,1244.7,5.66,67.2,507.0,7.29,29.0,0
2417.4,1291.8,5.83,85.2,1042.0,2.29,26.3,0
2628.1,1506.8,4.87,75.2,2505.0,9.57,26.9,0
3506.6,1824.5,10.03,68.7,1613.5,0.25,29.8,1
2085.0,950.5,3.8,82.4,580.9,3.33,26.3,0
1681.1,1200.0,3.78,66.3,844.8,2.6,28.5,0
1303.4,964.1,12.36,82.7,2062.8,0.48,21.9,0
1724.9,953.0,8.93,77.6,2295.5,4.06,24.7,0
2178.5,1201.5,0.2,67.8,1514.3,6.23,30.6,1
3366.5,1522.1,4.3,81.3,3480.3,8.83,23.1,1
1863.6,1218.9,0.56,81.6,2159.3,9.9,33.0,0
2345.5,1636.3,3.15,88.9,1305.2,8.08,31.9,0
2189.3,1081.5,0.2,86.6,847.4,4.69,26.9,1
2972.5,1480.0,5.59,80.9,720.1,7.24,40.0,1
3842.5,2639.9,2.57,61.5,1768.3,8.44,33.0,1
1854.9,1177.7,6.18,100.0,1109.0,4.65,24.2,0
1881.9,872.2,1.12,58.2,2839.0,7.85,31.0,0
2878.7,1833.1,6.25,86.4,2673.0,4.83,28.3,1
2643.2,1434.4,4.76,80.2,2006.5,3.86,24.9,0
3400.4,1906.3,10.51,60.9,556.8,5.26,23.7,0
2579.6,1756.5,10.23,73.5,962.2,6.76,32.0,0
1966.5,1363.3,8.36,74.1,2504.5,7.27,25.6,0
2583.9,1473.1,5.02,90.7,1049.5,3.57,27.6,1
2920.7,2144.2,11.96,66.4,2397.7,5.71,24.3,1
2733.3,1563.3,1.34,71.9,1879.7,9.1,25.0,1
2529.7,1724.1,1.79,47.0,1541.4,9.76,27.5,0
2893.3,1722.0,5.75,95.8,937.7,2.27,29.6,1
2960.0,2129.0,12.76,62.2,1424.6,1.93,17.6,0
3098.4,2238.1,5.39,78.9,1651.7,6.77,28.1,1
2621.7,1248.5,5.45,73.8,2326.0,4.15,25.0,1
2091.4,1528.7,1.67,73.8,791.4,0.24,33.6,1
2295.4,1601.4,8.84,84.7,1289.7,3.47,39.8,1
2984.2,2051.3,8.86,95.1,1535.9,8.07,26.6,1
1669.0,851.6,8.37,78.0,2030.1,7.97,21.1,0
2439.6,1687.1,4.11,82.9,773.2,4.95,28.5,1
1944.3,1370.8,3.88,78.9,446.7,4.73,27.2,0
2218.7,1190.9,2.12,87.2,2039.2,5.8,35.9,1
3031.0,2229.8,6.25,69.4,285.6,2.19,34.7,1
2324.2,1080.7,2.76,87.9,2528.0,5.26,31.5,1
2230.2,1103.9,2.47,88.3,1375.3,0.11,25.7,1
1316.1,804.5,4.73,88.0,262.0,4.76,30.7,0
2685.1,1672.1,4.53,67.1,1115.7,3.36,29.1,1
2619.6,1685.8,4.39,73.0,1803.3,6.75,29.0,1
3606.1,1641.1,7.4,77.9,1073.8,6.38,21.8,1
1999.9,1476.2,6.24,58.5,1516.0,3.81,32.2,0
2342.4,1085.4,5.14,94.1,2092.1,0.07,28.4,1
2362.1,1164.3,6.55,74.9,1338.2,2.52,27.6,0
3225.3,1465.0,3.03,78.4,750.4,6.33,25.6,0
2138.1,1325.7,6.32,68.1,1260.8,0.72,24.8,0
2381.4,1737.6,6.45,59.1,2631.9,1.08,29.3,1
2595.1,1686.3,1.49,67.8,2848.1,6.47,21.0,1
2321.3,1617.5,8.99,77.6,50.0,7.56,31.2,0
1909.8,867.0,3.36,83.1,2372.8,3.22,23.8,0
2326.2,1425.0,6.27,76.9,1700.1,4.9,19.8,0
2897.9,1703.6,9.49,79.2,2239.2,9.46,35.3,1
1532.8,919.2,8.78,71.0,1059.6,9.46,24.6,0
2286.4,1078.4,6.1,81.0,85.4,3.08,25.1,0
1744.9,1143.5,4.91,92.8,1967.6,8.1,32.5,0
2976.8,1788.9,8.84,83.5,747.2,5.94,35.4,0
1209.9,822.2,8.02,84.7,389.4,9.75,21.9,0
1836.7,1093.9,4.14,78.5,445.3,4.78,24.2,0
2445.2,1209.9,3.62,57.0,1980.7,7.75,24.5,0
3217.6,2073.7,0.2,62.5,1611.6,7.68,31.7,1
2157.3,1082.3,6.46,80.5,2126.0,4.97,34.6,0
1839.1,1308.9,5.75,74.9,2035.3,7.96,23.7,0
3422.8,2169.8,9.41,80.3,1163.3,2.61,33.7,1
1258.8,625.8,7.08,95.1,1443.6,1.22,25.2,0
770.8,569.4,10.0,83.7,1090.8,4.25,29.3,0
2486.0,1505.3,3.91,90.1,1331.7,9.44,22.9,0
1873.7,884.1,9.41,76.1,726.2,5.01,27.5,0
1536.2,980.2,4.41,65.3,1812.4,6.35,27.6,0
2660.4,1399.3,8.33,74.3,2360.1,6.24,26.7,0
2358.5,1630.0,1.62,65.3,846.7,1.33,29.5,1
1833.3,1274.8,6.71,93.7,2525.0,3.9,24.0,1
1367.8,1017.2,0.2,84.5,1590.8,7.07,24.5,0
2767.1,1661.8,5.2,81.2,1692.9,9.72,29.8,0
2622.6,1538.1,7.32,89.8,140.5,1.68,33.4,1
2135.5,1443.7,4.44,50.8,54.2,4.1,27.9,0
3400.3,1665.3,2.85,82.1,1615.3,0.95,30.0,1
1504.4,923.8,8.54,59.3,2131.8,2.42,31.0,0
1208.4,741.8,5.69,74.9,962.9,3.77,31.3,0
1750.3,834.6,4.53,71.3,2836.1,5.41,24.2,0
2170.4,1248.8,6.13,82.9,2087.9,2.31,24.9,1
2358.2,1664.8,13.91,77.7,773.3,2.28,25.2,0
2043.2,1444.2,9.46,91.1,1524.7,7.78,35.7,0
2428.8,1165.3,9.49,67.8,3481.5,9.63,30.0,0
1386.5,661.7,7.31,83.5,505.9,3.24,29.9,0
3138.4,1659.6,6.5,76.9,1922.6,6.88,29.5,0
2146.6,1529.3,0.2,55.4,1241.8,2.58,22.7,1
2926.2,1430.0,3.96,64.0,2065.5,9.28,35.8,1
2422.8,1613.6,4.56,73.2,2513.8,6.73,29.9,1
2496.9,1199.4,0.38,88.3,1191.0,8.03,30.9,0
2570.3,1637.2,2.53,80.6,2395.1,0.49,20.9,1
2491.0,1387.0,0.2,61.0,3277.0,5.99,31.1,1
2617.8,1797.6,5.89,73.3,1553.0,5.28,26.6,0
3063.9,1593.6,8.46,99.2,2127.9,2.93,22.7,1
2327.7,1493.9,9.32,76.3,1027.6,2.62,24.2,0
2660.9,1385.5,7.24,71.1,1515.4,5.8,22.9,1
2141.7,1422.3,3.11,80.9,1358.7,7.06,22.9,0
3136.1,2233.2,0.2,84.2,2137.5,0.33,28.2,1
1760.3,859.1,0.73,69.5,2463.7,5.67,26.5,0
3370.6,2393.1,2.19,81.0,1412.3,1.7,29.3,1
2173.9,1365.4,3.33,71.1,2726.9,1.4,34.7,1
1270.0,619.9,5.52,83.6,2724.0,6.23,27.5,0
2283.3,1320.3,2.96,77.0,2177.5,3.11,19.0,1
1757.3,875.6,7.02,80.8,1087.2,4.41,27.0,0
2746.4,1812.9,5.3,65.9,1010.5,3.6,32.8,1
1775.8,1203.4,6.03,65.1,850.1,6.48,27.7,0
1910.0,920.1,9.42,86.3,2259.3,4.7,34.1,0
971.8,584.9,2.46,74.0,530.6,9.63,29.8,0
1906.0,1323.5,7.26,78.4,2041.5,3.52,20.6,1
624.5,456.4,5.96,71.3,635.1,7.4,28.4,0
1170.5,707.0,5.0,85.8,2158.8,2.57,29.2,0
2694.3,1980.5,8.66,67.7,1513.8,5.09,32.3,1
2710.8,1655.5,8.64,73.4,2566.9,5.53,35.3,1
2476.5,1407.3,3.16,84.4,2413.2,3.29,31.6,1
1571.5,1107.0,5.45,89.1,2648.1,4.72,29.8,1
2169.0,1296.8,6.84,68.7,2668.7,2.79,30.7,1
2197.7,1300.1,5.18,98.5,1614.9,0.06,27.3,1
1447.1,864.0,7.76,78.8,573.0,2.16,22.1,0
3177.2,2236.9,6.84,62.5,658.0,7.0,28.2,0
2770.3,1938.0,11.5,79.4,50.0,7.71,29.5,0
2056.4,1174.3,1.41,70.4,633.1,2.8,23.2,0
2217.5,1219.6,5.63,80.2,1555.1,4.08,33.3,1
2335.4,1395.6,3.27,74.5,1052.3,0.37,32.0,1
872.9,542.8,7.81,75.9,1355.9,2.37,22.5,0
2039.3,1063.5,1.15,64.1,1894.2,7.79,33.5,0
1756.7,1208.9,7.04,86.9,1256.7,6.06,26.8,0
1548.9,923.1,4.11,61.1,602.5,2.06,24.9,0
2017.3,1109.9,3.8,61.7,1457.4,2.57,32.3,0
3368.5,1623.8,1.66,79.4,781.2,8.17,27.8,1
2616.5,1364.9,4.6,94.2,1283.4,2.09,35.6,1
1828.7,1343.7,9.25,70.8,2574.2,3.34,24.6,1
2572.2,1392.9,5.92,83.4,1283.6,6.64,21.1,0
3109.6,1556.8,7.88,87.9,2916.8,5.61,26.9,1
2801.0,1647.6,10.99,84.8,2645.3,4.61,31.2,1
2238.8,1213.7,6.79,71.3,1036.6,9.0,24.3,0
1779.5,819.5,4.32,61.9,611.1,2.2,22.7,0
2653.8,1451.5,7.4,48.5,1458.0,7.41,28.9,0
2455.8,1506.0,4.37,71.8,2422.7,1.59,22.1,1
2781.9,1712.3,4.49,89.1,1107.8,6.16,29.2,1
2612.9,1455.3,1.44,61.5,2226.5,8.71,26.6,0
2882.2,1683.8,8.78,83.4,2466.8,4.58,30.0,1
1852.1,1369.9,4.84,63.6,880.8,7.24,22.5,0
3056.3,1721.3,6.55,76.3,959.2,8.2,33.2,0
2328.4,1228.2,2.89,83.5,2070.1,1.36,27.3,1
3548.9,1856.2,7.31,67.1,1621.5,7.06,31.1,1
1752.0,1029.0,3.71,77.0,951.2,9.2,31.8,0
3328.4,2256.2,5.57,70.0,1218.3,5.76,23.4,1
2328.6,1191.8,8.63,83.5,1443.6,1.86,31.5,0
1776.6,1177.5,8.37,77.8,248.1,1.27,22.3,0
1885.5,860.4,5.93,75.7,2112.5,2.6,22.5,1
1991.8,1146.6,0.7,93.7,1117.0,1.04,35.9,1
2475.7,1690.3,14.98,82.9,50.0,5.13,32.4,0
2539.8,1401.0,11.24,66.7,1480.9,0.7,36.3,1
1827.1,1131.2,8.17,74.0,906.7,2.23,26.5,0
2184.2,1117.2,3.74,74.1,2851.1,4.4,28.4,1
3592.5,2416.3,5.66,76.0,1031.6,4.74,30.1,1
3322.9,1547.4,4.37,100.0,621.9,5.65,28.0,1
2483.6,1752.8,9.79,79.5,1906.3,7.06,25.0,0
2224.7,1133.4,6.79,50.6,971.6,0.47,24.4,0
2278.0,1622.7,3.65,68.5,876.4,0.81,28.9,1
2598.8,1444.3,4.59,51.8,1907.6,0.61,23.7,1
1535.2,1023.7,9.36,71.0,667.6,4.23,23.6,0
2032.7,1109.4,10.8,51.2,334.2,0.42,29.6,0
1115.4,805.1,10.58,64.5,2880.8,7.46,27.6,0
2459.5,1200.2,8.27,56.8,1963.6,2.23,31.7,0
2620.7,1319.7,5.24,79.6,1288.6,9.39,26.3,0
1885.9,1127.6,0.2,75.0,1497.2,4.86,25.7,0
3223.1,1529.6,6.89,78.6,1904.7,4.46,29.7,1
1403.3,714.0,5.99,73.7,2278.7,7.81,24.8,0
1248.2,915.1,6.42,58.3,895.2,7.13,25.4,0
2345.9,1742.9,6.16,81.2,1792.9,6.07,25.5,0
2880.6,1621.4,2.02,98.1,1094.6,9.35,27.2,0
3294.6,2395.1,7.67,79.9,1348.8,4.22,35.1,1
1901.7,1166.6,7.9,69.9,1628.6,8.09,22.5,0
2901.1,1540.3,8.05,57.9,1494.7,3.8,33.2,1
2175.0,1437.0,8.84,64.1,2088.5,8.38,31.0,0
2087.8,1352.2,7.81,80.4,1889.7,2.59,34.3,0
2774.4,2071.7,4.77,87.9,293.5,2.89,40.5,1
2624.0,1389.5,5.79,78.1,413.7,6.78,33.7,0
1175.3,765.9,6.27,84.6,1204.2,2.13,31.7,0
3159.8,1471.2,6.32,83.5,2962.9,2.29,22.8,1
3097.1,1499.3,8.99,81.1,818.7,3.05,23.3,0
1793.4,809.1,7.93,67.1,1333.4,6.79,29.4,0
2457.3,1842.6,12.23,77.1,1070.9,8.89,21.2,0
2521.1,1741.3,12.62,64.8,1056.8,6.75,30.5,0
2369.4,1625.5,6.24,75.2,1642.6,8.28,19.5,0
1842.3,1110.8,0.2,79.0,2620.6,5.44,32.6,1
1763.4,952.3,9.71,95.1,1864.8,0.69,26.7,0
2183.4,1081.6,4.38,59.3,857.2,1.0,28.5,0
2962.3,1586.0,3.6,80.8,3702.6,5.54,25.0,1
2553.3,1437.0,4.8,92.8,1562.9,3.28,20.4,1
1959.1,1326.1,4.66,84.1,1038.2,2.21,32.9,1
2701.6,1653.1,7.84,85.0,2629.7,4.66,33.3,1
400.0,189.3,1.32,82.1,1124.7,6.66,26.6,0
2946.7,1342.0,2.77,90.6,2830.3,3.85,30.6,1
1069.2,514.0,7.03,62.0,803.5,8.03,26.4,0
1964.4,1125.9,7.87,58.4,2644.0,7.39,29.2,0
1472.2,1074.7,7.92,74.9,1660.8,7.35,31.0,0
1358.5,871.1,3.64,49.1,2532.8,9.85,30.2,0
2954.5,2040.2,3.07,89.8,3021.4,2.95,33.4,1
1896.0,1118.5,4.48,89.6,593.9,6.45,30.1,0
2425.2,1354.5,6.72,69.8,2520.6,8.55,28.1,0
2169.5,1046.8,10.46,70.6,372.9,5.8,25.0,0
2510.1,1789.1,0.2,74.1,662.3,7.9,26.1,0
2249.9,1541.1,5.34,75.6,857.3,4.14,31.2,0
1366.1,683.6,2.0,76.5,1902.9,5.9,22.0,0
2847.6,1719.0,1.04,81.7,1526.4,0.56,32.4,1
1879.1,1120.3,8.9,72.9,1366.3,9.86,26.9,0
1188.2,757.5,7.63,86.3,1617.0,8.0,24.7,0
1921.7,1410.3,7.35,80.4,1973.0,8.69,23.6,0
3175.5,1981.3,8.76,67.7,2034.6,6.94,30.7,1
2752.6,1684.8,4.56,91.0,2375.3,1.86,27.9,1
1973.4,917.8,4.7,58.7,2956.0,0.31,34.4,1
1973.0,925.1,12.56,73.9,1482.9,8.65,22.9,0
1990.9,1007.8,5.26,86.6,1083.1,3.96,25.7,0
3549.9,1632.0,8.21,66.3,1990.8,2.64,27.6,1
2448.3,1647.7,6.02,78.7,584.6,5.62,25.0,0
2479.5,1653.8,0.46,81.5,957.0,4.21,28.0,1
2869.7,1408.5,0.2,64.7,2299.5,6.52,29.3,1
2355.2,1650.6,4.26,74.1,1400.7,4.84,29.9,0
2031.6,1008.6,9.17,73.1,533.4,6.97,34.0,0
2072.4,1119.8,8.36,68.4,308.2,8.53,22.8,0
2153.5,1129.9,8.74,100.0,1539.0,1.96,29.4,1
2175.8,1222.1,3.04,65.8,2413.5,3.29,25.4,1
2673.0,1407.0,10.85,87.1,2402.8,4.37,29.7,1
2233.8,1332.9,3.11,70.3,1588.7,9.62,29.7,0
2676.2,1531.4,6.64,62.0,3107.1,3.65,24.1,1
2147.5,1602.0,5.97,76.2,1416.1,3.81,24.4,0
2251.1,1050.8,5.48,82.8,1389.1,6.53,30.0,0
901.2,444.0,10.02,86.0,50.0,4.19,28.1,0
2795.6,1302.3,3.88,93.7,1142.1,9.51,27.1,0
2425.2,1546.7,1.95,100.0,2181.6,8.94,30.6,1
2848.7,1328.5,6.06,78.0,2751.2,5.13,30.9,1
400.0,280.4,4.8,67.0,835.8,6.45,25.9,0
3557.4,2147.2,15.0,80.4,1869.8,0.58,24.6,1
2109.3,1282.6,8.03,71.8,2337.5,6.96,23.0,0
2920.3,1806.2,4.77,86.1,1509.0,7.07,28.1,1
1524.1,763.9,2.83,59.4,50.0,3.59,22.3,0
2598.3,1323.3,0.36,100.0,1697.8,2.2,28.4,1
1515.3,826.8,2.92,85.3,2109.1,9.15,32.9,0
1794.6,1127.1,6.34,54.8,742.1,4.27,26.6,0
3444.1,1767.0,10.28,66.5,1296.7,6.54,25.9,0
2076.1,1006.7,9.37,84.8,575.6,0.33,36.0,0
2341.3,1735.0,6.69,89.1,50.0,4.14,34.0,0
2765.5,1262.7,5.03,59.7,2321.6,8.17,24.9,0
2522.2,1742.4,6.81,83.6,1497.0,3.88,28.6,1
2297.8,1577.2,4.44,51.6,2778.1,6.03,29.3,1
2437.2,1314.1,11.16,73.9,2185.9,2.1,28.8,1
3762.2,1846.1,5.43,88.3,1216.6,4.17,35.3,1
2162.5,1067.6,5.74,68.4,1433.5,9.28,28.3,0
2330.7,1536.5,0.2,56.9,1952.9,5.66,28.9,1
2882.9,1853.3,5.41,76.8,2273.5,9.02,30.8,0
2918.6,1998.7,8.51,67.7,1758.1,9.02,32.8,0
2971.6,2172.9,2.8,82.6,2384.5,9.44,31.7,1
2615.2,1719.7,3.75,64.4,1262.7,8.95,30.2,0
1457.0,723.8,8.38,65.7,702.3,0.03,21.8,0
3261.7,1706.0,1.57,50.7,1448.2,9.34,26.0,0
1454.9,1022.3,9.17,77.0,1664.1,1.37,31.3,0
2396.7,1229.0,4.4,73.1,538.8,0.4,29.0,0
1709.7,806.6,4.83,60.7,430.6,0.55,31.3,0
2158.3,1426.6,2.63,77.3,1857.9,3.49,35.5,1
2413.7,1377.6,7.13,87.3,1174.9,6.21,23.3,0
2408.9,1748.9,13.38,72.4,1367.3,4.02,32.6,0
2474.2,1596.1,8.34,78.2,1212.2,0.26,26.7,1
3248.9,1550.1,3.41,78.3,2716.5,4.76,31.7,1
2494.8,1832.1,9.41,60.5,2509.4,4.42,27.8,1
2041.3,1076.9,5.05,99.7,510.1,7.57,36.5,0
2826.7,1558.0,10.12,69.3,1073.8,2.8,28.5,1
2973.2,1696.7,8.42,82.9,2180.0,2.18,25.4,1
1402.1,652.5,0.2,84.2,1981.5,2.56,29.7,1
2588.3,1550.3,2.99,73.3,1466.8,3.04,29.3,1
2655.8,1293.3,8.83,82.3,589.9,5.99,32.6,0
2006.6,1144.3,6.45,77.9,954.0,4.72,29.8,0
3094.2,1717.9,2.93,58.0,1086.6,3.37,37.9,0
2102.5,1433.6,4.1,71.0,1721.6,3.74,27.6,1
2281.6,1576.5,0.28,67.6,2863.0,3.71,27.6,1
2087.5,1035.5,5.73,69.5,950.5,9.72,25.6,0
2210.1,1237.6,12.63,59.4,679.2,2.33,28.3,0
1487.4,835.9,8.41,88.5,1413.1,8.18,28.9,0
1264.0,626.2,12.57,94.2,2325.4,7.08,29.1,0
3236.4,2231.6,8.65,86.7,342.5,0.06,28.3,1
1649.5,1092.2,9.08,90.2,2662.9,9.93,25.6,0
1555.6,788.9,11.92,70.9,1362.4,7.56,24.5,0
800.3,448.2,7.13,67.4,912.5,6.82,26.5,0
1784.7,859.8,5.44,65.7,219.8,4.05,32.6,0
1340.0,855.5,9.1,82.7,2065.2,5.55,33.4,0
3267.3,1589.3,10.36,77.7,1363.1,2.53,27.7,1
2856.4,2130.2,4.56,74.1,1636.6,0.35,24.2,1
1752.7,1199.2,3.84,90.5,779.4,8.36,27.7,0
3664.1,2077.8,6.42,79.9,1244.7,8.96,36.4,0
2838.1,1769.8,8.49,64.9,1110.7,1.62,32.0,1
1988.9,1438.7,8.39,66.8,1419.5,7.87,30.2,0
575.4,354.6,1.73,83.2,964.4,7.41,31.9,0
3689.1,1853.2,11.73,87.5,272.7,1.78,34.2,1
1296.8,730.9,4.08,81.6,3682.8,4.22,23.4,1
1130.5,794.7,5.2,97.8,409.3,4.23,26.4,0
2864.7,1842.7,3.29,94.6,1645.2,7.6,25.9,0
3785.8,2442.7,14.09,80.3,82.4,8.38,30.3,0
3099.8,2201.0,6.73,64.9,50.0,0.95,28.6,1
2566.5,1843.3,3.45,59.3,1578.3,5.63,31.0,0
2586.6,1877.7,8.59,70.4,1639.5,7.62,26.0,0
2754.7,1318.0,8.31,84.0,2509.2,7.86,33.5,0
2693.3,1651.6,5.44,96.9,1819.6,1.48,27.7,1
2382.8,1601.6,8.52,80.0,1380.2,5.26,30.8,0
2267.7,1535.4,3.52,89.0,740.3,8.58,32.8,1
2159.3,1364.7,4.52,72.1,2699.2,3.19,32.5,1
1709.9,855.0,0.2,82.5,2243.1,4.25,29.4,0
2017.6,1390.6,2.03,84.9,502.9,8.04,31.3,0
1099.6,732.4,11.42,51.2,1530.4,0.89,35.0,0
2136.1,1016.4,10.92,70.0,1615.2,8.59,30.1,0
1557.4,917.5,6.2,86.4,1223.5,3.11,25.1,0
1482.7,744.6,10.99,78.3,2117.5,0.01,30.3,0
2316.9,1277.2,5.52,60.6,2165.4,2.34,27.9,1
3104.8,1414.0,5.27,45.8,1347.6,0.9,18.6,0
2796.9,1594.5,6.17,70.6,1275.3,0.92,29.8,1
1179.2,725.1,5.63,74.1,2699.2,6.93,28.5,0
1556.7,989.9,5.35,64.4,2246.3,2.14,32.6,1
2811.5,1824.8,9.43,76.7,1557.9,9.35,25.0,0
1561.4,1094.4,6.45,81.1,196.6,5.16,22.0,0
2054.0,1057.1,8.14,83.0,1775.2,4.6,28.7,0
2557.5,1243.3,9.09,46.7,2058.5,4.34,29.5,0
1570.6,1108.0,7.16,59.2,50.0,6.93,28.4,0
2268.5,1127.4,3.09,71.3,1701.5,4.52,28.1,0
1332.9,989.6,1.94,81.9,1166.6,1.29,23.7,1
1809.1,1271.4,6.45,80.9,1323.3,8.8,27.4,0
2407.9,1445.3,5.49,80.7,774.1,4.28,26.6,1
1164.6,866.9,6.26,70.4,1381.4,0.74,32.3,0
2486.3,1191.5,5.95,71.1,2613.6,5.29,29.5,1
2187.2,1183.1,13.75,66.3,1142.9,6.47,26.9,0
2559.1,1641.6,2.01,84.2,2272.5,2.76,34.9,1
2345.5,1301.8,0.2,64.0,854.9,8.0,26.9,0
3086.7,2248.7,7.0,85.2,2107.0,6.7,30.2,1
2281.4,1071.5,4.87,77.5,1501.3,6.5,27.3,0
1920.9,1181.0,6.95,74.5,1781.6,4.21,34.5,0
2279.5,1429.8,7.75,67.1,1505.7,9.62,28.3,0
2553.1,1648.9,9.85,58.7,2013.3,2.74,28.5,1
2231.8,1175.5,1.48,67.2,50.0,5.78,27.4,0
2226.4,1245.4,4.33,71.0,364.1,3.09,28.8,0
1743.7,1226.0,7.29,46.6,1833.7,7.45,32.8,0
1769.1,899.6,8.31,72.6,50.0,0.48,31.4,0
1288.3,899.3,12.58,86.1,1075.5,0.46,28.1,0
3337.2,2065.1,8.87,81.8,1456.5,8.11,34.8,1
1391.5,944.3,5.83,69.0,837.5,4.34,31.5,0
1749.6,1161.9,3.33,75.6,946.8,3.41,26.2,0
1733.0,887.8,4.31,68.3,1717.3,6.08,22.5,0
2781.7,1726.4,4.22,76.8,2307.4,7.02,26.3,1
2008.3,1426.5,7.97,93.5,733.2,2.01,29.7,0
3011.0,1745.3,6.77,86.6,1040.0,1.85,30.4,1
1762.2,1304.0,2.03,81.2,915.0,9.58,33.4,0
2381.3,1394.7,4.69,69.1,50.0,5.9,23.6,0
1657.0,816.6,8.63,84.0,1613.4,3.9,26.2,0
3594.3,2037.4,7.05,54.8,2247.8,8.01,23.3,1
1428.1,1050.4,7.71,72.0,2313.3,5.25,22.6,0
2401.4,1311.0,7.15,82.0,803.4,2.42,25.5,0
2612.0,1855.6,10.88,83.9,498.6,2.07,29.5,1
2469.0,1763.8,6.71,83.0,1517.3,3.97,31.1,0
2079.6,1154.3,4.84,78.5,2163.4,8.6,24.2,0
2115.6,1004.9,3.25,72.7,1623.9,0.61,24.8,0
2228.5,1487.2,6.75,81.5,1731.4,2.19,20.9,1
2104.4,1143.7,0.2,63.6,2413.5,8.93,28.9,0
2826.5,1935.8,5.45,64.9,908.7,1.22,25.1,1
3636.8,2119.5,5.38,75.7,1324.0,6.3,34.7,1
1837.6,1094.5,1.91,77.1,2807.7,2.14,29.6,1
1309.6,895.0,3.22,53.1,1342.6,6.06,27.3,0
2142.6,1210.0,8.43,80.5,486.1,3.83,25.4,0
3876.8,2259.9,6.69,84.3,964.5,1.02,22.0,1
1677.6,944.3,6.31,74.1,749.5,5.82,22.5,0
3265.4,1829.3,6.92,100.0,1785.7,6.83,25.5,1
3290.5,1999.9,6.28,66.8,783.2,6.8,25.2,0
1840.2,1274.6,9.73,70.7,1716.8,6.37,24.0,0
2569.8,1435.3,6.37,70.3,911.1,5.0,29.5,0
3258.5,1978.8,1.63,74.1,50.0,5.19,30.1,0
1953.6,1272.2,10.89,71.1,1745.3,6.36,26.2,0
2067.7,1097.6,7.11,58.1,1618.8,6.9,35.7,0
1821.9,971.5,4.23,68.4,1914.2,6.55,21.0,0
1540.4,1124.5,2.24,73.8,961.6,5.87,28.2,0
1778.0,1186.0,7.19,89.7,876.4,1.56,27.1,0
1404.4,875.2,5.65,100.0,1821.2,2.11,25.8,0
2222.2,1431.8,10.72,91.0,2715.2,2.6,25.2,1
1699.5,779.7,4.96,65.7,1508.9,9.2,28.0,0
2352.0,1494.5,3.49,66.7,1839.7,7.59,27.1,1
1188.7,716.6,8.69,73.1,1242.7,5.53,26.4,0
2415.1,1482.2,8.78,96.4,265.1,2.52,22.8,0
2741.8,1529.4,6.51,73.0,2273.9,1.11,21.5,1
904.1,428.9,8.03,59.1,2226.7,8.99,26.8,0
2443.1,1241.1,5.89,69.0,2068.6,8.93,26.4,0
2998.0,2204.2,6.7,84.1,1354.4,1.11,27.2,1
1413.7,809.5,9.49,83.3,1977.6,7.97,27.6,0
3287.2,1939.4,7.88,72.6,2215.0,4.47,25.9,1
2472.4,1151.7,5.49,83.2,2796.1,3.24,27.2,1
1741.7,803.4,10.06,47.7,2290.8,7.39,24.6,0
2163.8,1439.2,0.2,76.2,1551.1,6.14,34.1,0
2562.9,1567.0,12.16,85.3,453.4,7.8,24.8,0
2249.4,1355.5,0.88,65.0,1624.5,0.74,26.5,1
2550.2,1333.6,4.12,65.0,1705.3,3.19,25.1,1
1601.6,1078.5,5.88,52.6,2067.2,3.19,25.0,0
2310.1,1156.1,5.56,94.1,2583.1,3.3,28.1,1
1281.1,649.5,9.02,66.4,1423.9,5.02,27.6,0
2127.7,1251.5,2.83,77.9,3180.8,2.83,26.2,1
1612.5,864.1,6.78,82.2,92.6,4.44,26.9,0
1721.9,902.7,4.27,93.1,1835.5,3.68,25.1,0
3003.5,1932.9,6.89,73.2,861.2,7.35,29.6,1
2909.4,1877.4,5.81,68.5,50.0,6.04,36.2,0
2595.9,1810.3,6.28,77.1,1338.6,6.54,24.5,1
1490.0,857.2,4.35,90.4,334.3,2.11,29.6,0
1994.3,941.2,4.47,73.0,1370.9,3.26,28.2,0
2988.5,1590.2,6.86,63.5,1527.8,0.21,30.7,1
2292.1,1705.3,8.83,56.5,2394.8,1.08,30.8,1
3707.6,2331.6,4.21,60.3,293.9,2.65,28.8,1
2455.7,1627.9,3.39,85.4,2226.8,0.65,27.8,1
2324.8,1051.3,7.84,71.2,1578.5,6.03,26.3,0
1999.1,1210.4,5.9,67.7,2323.1,9.98,24.9,0
